ID,SID,Citys,Titles,Address,REF,TEL,FAX,WWW,Region,RID,RIDS,ACC,MID,XID,LATQ,LNGQ,Elevation,Zoom,B_E,B_SYNC
1,"0","0","0","广东省深圳市南山区桃源街道龙珠六路塘朗山公园","0","0","0","0","0",0,0,1,4,3,22.56614225,113.9808368,0,0,0,0
2,"0","0","0","广东省深圳市宝安区石岩街道园径","0","0","0","0","0",0,0,1,4,3,22.68620526,113.9405252,0,0,0,0
3,"0","0","0","广东省深圳市南山区桃源街道林涧美院","0","0","0","0","0",0,0,1,4,3,22.57651183,113.957198,0,0,0,0
4,"0","0","0","广东省深圳市盐田区海山街道深圳广播电视大学沙头角分校梧桐山风景名胜区","0","0","0","0","0",0,0,1,4,3,22.56484081,114.2445711,0,0,0,0
5,"0","0","0","广东省深圳市南山区西丽街道万兴街8-2号松坪学校中学部","0","0","0","0","0",0,0,1,4,3,22.55888775,113.9507227,0,0,0,0
6,"0","0","0","广东省深圳市盐田区海山街道沙盐路2094号海山公园","0","0","0","0","0",0,0,1,4,3,22.55899906,114.2413174,0,0,0,0
7,"0","0","0","广东省深圳市南山区沙河街道波托菲诺纯水岸14期波托菲诺-纯水岸","0","0","0","0","0",0,0,1,4,3,22.54900371,113.9722597,0,0,0,0
8,"0","0","0","广东省深圳市南山区西丽街道沙河西路3013号白沙新兴产业园","0","0","0","0","0",0,0,1,4,3,22.56277351,113.9565735,0,0,0,0
9,"0","0","0","广东省深圳市南山区南山街道依云伴山恒立心海湾花园","0","0","0","0","0",0,0,1,4,3,22.50001192,113.8956606,0,0,0,0
10,"0","0","0","广东省深圳市南山区南头街道义学街2-3号","0","0","0","0","0",0,0,1,4,3,22.5437861,113.9239778,0,0,0,0
11,"0","0","0","广东省深圳市南山区粤海街道学林雅院","0","0","0","0","0",0,0,1,4,3,22.52486369,113.9308596,0,0,0,0
12,"0","0","0","广东省深圳市南山区粤海街道海德三道178号海岸城西座","0","0","0","0","0",0,0,1,4,3,22.519087,113.9358436,0,0,0,0
13,"0","0","0","广东省深圳市南山区沙河街道香山中街天鹅堡","0","0","0","0","0",0,0,1,4,3,22.54797243,113.977909,0,0,0,0
14,"0","0","0","广东省深圳市南山区粤海街道海逸苑","0","0","0","0","0",0,0,1,4,3,22.50616871,113.9314284,0,0,0,0
15,"0","0","0","广东省深圳市南山区招商街道天骄华庭","0","0","0","0","0",0,0,1,4,3,22.49962566,113.9365145,0,0,0,0
16,"0","0","0","广东省深圳市南山区南头街道南山大道南头商业步行街","0","0","0","0","0",0,0,1,4,3,22.54032142,113.9236456,0,0,0,0
17,"0","0","0","广东省深圳市南山区南山街道荔园大厦","0","0","0","0","0",0,0,1,4,3,22.52455419,113.9247319,0,0,0,0
18,"0","0","0","广东省深圳市南山区南山街道青青世界月亮湾公园","0","0","0","0","0",0,0,1,4,3,22.4981901,113.8984817,0,0,0,0
19,"0","0","0","广东省深圳市南山区沙河街道波托菲诺-纯水岸","0","0","0","0","0",0,0,1,4,3,22.54603946,113.9749684,0,0,0,0
20,"0","0","0","广东省深圳市南山区招商街道海月花园三期海月花园3期","0","0","0","0","0",0,0,1,4,3,22.49772892,113.9373377,0,0,0,0
21,"0","0","0","广东省深圳市南山区蛇口街道雍景轩税务小区","0","0","0","0","0",0,0,1,4,3,22.49416247,113.927139,0,0,0,0
22,"0","0","0","广东省深圳市南山区粤海街道文心四路学府中学","0","0","0","0","0",0,0,1,4,3,22.51592012,113.9356769,0,0,0,0
23,"0","0","0","广东省深圳市南山区粤海街道中心路","0","0","0","0","0",0,0,1,4,3,22.51578568,113.9420557,0,0,0,0
24,"0","0","0","广东省深圳市福田区香蜜湖街道天宝物华荔轩小学","0","0","0","0","0",0,0,1,4,3,22.54220963,114.0196493,0,0,0,0
25,"0","0","0","广东省深圳市福田区香蜜湖街道安托山大巴充电场","0","0","0","0","0",0,0,1,4,3,22.54458961,113.9986601,0,0,0,0
26,"0","0","0","广东省深圳市南山区蛇口街道全球鹰国际教育城后海雅园","0","0","0","0","0",0,0,1,4,3,22.49308313,113.9358391,0,0,0,0
27,"0","0","0","广东省深圳市南山区南山街道怡泰宾馆富嘉名阁","0","0","0","0","0",0,0,1,4,3,22.52488949,113.9191429,0,0,0,0
28,"0","0","0","广东省深圳市南山区粤海街道科苑北路东方科技大厦","0","0","0","0","0",0,0,1,4,3,22.54808582,113.9453119,0,0,0,0
29,"0","0","0","广东省深圳市南山区桃源街道龙珠六路十五峯花园","0","0","0","0","0",0,0,1,4,3,22.56470734,113.9820093,0,0,0,0
30,"0","0","0","广东省深圳市罗湖区东湖街道深圳水库","0","0","0","0","0",0,0,1,4,3,22.58193448,114.1563953,0,0,0,0
31,"0","0","0","广东省深圳市罗湖区黄贝街道文锦南路文锦大厦","0","0","0","0","0",0,0,1,4,3,22.54293611,114.1314072,0,0,0,0
32,"0","0","0","广东省深圳市南山区粤海街道海天一路深圳百度国际大厦","0","0","0","0","0",0,0,1,4,3,22.52394954,113.9434416,0,0,0,0
33,"0","0","0","广东省深圳市南山区粤海街道城市山谷新世界豪园别墅","0","0","0","0","0",0,0,1,4,3,22.55101305,113.9567446,0,0,0,0
34,"0","0","0","广东省深圳市罗湖区东湖街道丹平快速路","0","0","0","0","0",0,0,1,4,3,22.5829933,114.1471227,0,0,0,0
35,"0","0","0","广东省深圳市罗湖区黄贝街道文锦中路1018号-7海丽大厦","0","0","0","0","0",0,0,1,4,3,22.54927013,114.1317447,0,0,0,0
36,"0","0","0","广东省深圳市南山区粤海街道桂庙新村江淮轿车安诚瑞风店","0","0","0","0","0",0,0,1,4,3,22.52596134,113.9353993,0,0,0,0
37,"0","0","0","广东省深圳市龙华区黎岗村观澜湖黎光会所","0","0","0","0","0",0,0,1,4,3,22.7563793,114.0421356,0,0,0,0
38,"0","0","0","广东省深圳市龙岗区葵涌街道广深驾校葵涌分部","0","0","0","0","0",0,0,1,4,3,22.64144071,114.4227421,0,0,0,0
39,"0","0","0","广东省深圳市龙华区观平路229号","0","0","0","0","0",0,0,1,4,3,22.71166007,114.0728836,0,0,0,0
40,"0","0","0","广东省深圳市龙岗区布吉街道吉大花园布吉新村","0","0","0","0","0",0,0,1,4,3,22.60649323,114.1241536,0,0,0,0
41,"0","0","0","广东省深圳市龙岗区坂田街道坂田街道专职消防队(北站)","0","0","0","0","0",0,0,1,4,3,22.66229971,114.0729969,0,0,0,0
42,"0","0","0","广东省深圳市龙岗区横岗街道沙坪路","0","0","0","0","0",0,0,1,4,3,22.63539828,114.2263772,0,0,0,0
43,"0","0","0","广东省深圳市龙岗区龙岗街道斗方街龙岗村建材市场","0","0","0","0","0",0,0,1,4,3,22.73802844,114.264097,0,0,0,0
44,"0","0","0","广东省深圳市龙岗区南湾街道丹河北路","0","0","0","0","0",0,0,1,4,3,22.62558348,114.1549664,0,0,0,0
45,"0","0","0","广东省深圳市龙华区桦润馨居","0","0","0","0","0",0,0,1,4,3,22.65265496,114.0272292,0,0,0,0
46,"0","0","0","广东省深圳市宝安区公明街道长春北路210号永辉大厦(长春北路)","0","0","0","0","0",0,0,1,4,3,22.78892197,113.8966327,0,0,0,0
47,"0","0","0","广东省深圳市龙岗区龙城街道彩云路","0","0","0","0","0",0,0,1,4,3,22.70103564,114.2442921,0,0,0,0
48,"0","0","0","广东省深圳市龙岗区布吉街道浙新工业城","0","0","0","0","0",0,0,1,4,3,22.63154051,114.1214928,0,0,0,0
49,"0","0","0","广东省深圳市龙岗区横岗街道天虹商场(横岗店)","0","0","0","0","0",0,0,1,4,3,22.6417148,114.195533,0,0,0,0
50,"0","0","0","广东省深圳市坪山区和平路1-47号顺发大厦(和平路)","0","0","0","0","0",0,0,1,4,3,22.68940336,114.3454188,0,0,0,0
51,"0","0","0","广东省深圳市龙岗区坂田街道长发中路10号建明祥大厦","0","0","0","0","0",0,0,1,4,3,22.63010042,114.0638327,0,0,0,0
52,"0","0","0","广东省深圳市龙岗区坂田街道坂田街道专职消防队(北站)","0","0","0","0","0",0,0,1,4,3,22.66391673,114.0717177,0,0,0,0
53,"0","0","0","广东省深圳市坪山区宜卓路一巷宜卓路1巷6号","0","0","0","0","0",0,0,1,4,3,22.750664,114.378843,0,0,0,0
54,"0","0","0","广东省深圳市龙华区高尔夫大道112号","0","0","0","0","0",0,0,1,4,3,22.72272561,114.0738016,0,0,0,0
55,"0","0","0","广东省深圳市龙岗区横岗街道富民路34号","0","0","0","0","0",0,0,1,4,3,22.64138032,114.2299818,0,0,0,0
56,"0","0","0","广东省深圳市龙岗区坪地街道碧云街11号","0","0","0","0","0",0,0,1,4,3,22.77640754,114.3095878,0,0,0,0
57,"0","0","0","广东省深圳市宝安区新安街道宝安公园","0","0","0","0","0",0,0,1,4,3,22.58706534,113.9057614,0,0,0,0
58,"0","0","0","广东省深圳市龙岗区平湖街道凤凰大道340号御峰园","0","0","0","0","0",0,0,1,4,3,22.69339571,114.1474874,0,0,0,0
59,"0","0","0","广东省深圳市龙华区五和大道星河WORLD·银湖谷","0","0","0","0","0",0,0,1,4,3,22.6040497,114.0586138,0,0,0,0
60,"0","0","0","广东省深圳市龙岗区坂田街道中海·日辉台","0","0","0","0","0",0,0,1,4,3,22.6376364,114.0679162,0,0,0,0
61,"0","0","0","广东省深圳市龙岗区坂田街道坂雪岗大道1128号深圳大学师范学院附属坂田学校","0","0","0","0","0",0,0,1,4,3,22.65788521,114.0747723,0,0,0,0
62,"0","0","0","广东省深圳市龙岗区南湾街道裕昌路吉厦文化广场","0","0","0","0","0",0,0,1,4,3,22.61781817,114.1572608,0,0,0,0
63,"0","0","0","广东省深圳市龙岗区葵涌街道广深驾校葵涌分部","0","0","0","0","0",0,0,1,4,3,22.64144071,114.4227421,0,0,0,0
64,"0","0","0","广东省深圳市龙岗区坪地街道教育北路86号","0","0","0","0","0",0,0,1,4,3,22.78139876,114.3008065,0,0,0,0
65,"0","0","0","广东省深圳市龙岗区龙岗街道公园路八仙岭公园","0","0","0","0","0",0,0,1,4,3,22.72294122,114.2777156,0,0,0,0
66,"0","0","0","广东省深圳市龙岗区横岗街道坳园路","0","0","0","0","0",0,0,1,4,3,22.67470711,114.2209333,0,0,0,0
67,"0","0","0","广东省深圳市龙华区锦绣新村(三联路)","0","0","0","0","0",0,0,1,4,3,22.66283814,114.0263974,0,0,0,0
68,"0","0","0","广东省深圳市龙岗区坂田街道中浩一路2号","0","0","0","0","0",0,0,1,4,3,22.65776972,114.0794934,0,0,0,0
69,"0","0","0","广东省深圳市龙岗区横岗街道广达路46号鸿景生(煜昌)工业园","0","0","0","0","0",0,0,1,4,3,22.65691327,114.2100928,0,0,0,0
70,"0","0","0","广东省深圳市宝安区沙井街道立岗南路t1号","0","0","0","0","0",0,0,1,4,3,22.73859039,113.8184493,0,0,0,0
71,"0","0","0","广东省深圳市龙岗区龙岗街道新布新路","0","0","0","0","0",0,0,1,4,3,22.71636331,114.322257,0,0,0,0
72,"0","0","0","广东省深圳市福田区沙头街道祠堂村住宅楼绿景新苑","0","0","0","0","0",0,0,1,4,3,22.52331401,114.0466386,0,0,0,0
73,"0","0","0","广东省深圳市龙岗区横岗街道龙岗大道","0","0","0","0","0",0,0,1,4,3,22.65301422,114.2124549,0,0,0,0
74,"0","0","0","广东省深圳市福田区福田街道宝兴楼福胜阁","0","0","0","0","0",0,0,1,4,3,22.5331754,114.0831342,0,0,0,0
75,"0","0","0","广东省深圳市龙岗区布吉街道深港众一昊驾校罗岗综合性训练场","0","0","0","0","0",0,0,1,4,3,22.59955905,114.130363,0,0,0,0
76,"0","0","0","广东省深圳市宝安区石岩街道应人石路羊台山森林公园","0","0","0","0","0",0,0,1,4,3,22.65027837,113.9366241,0,0,0,0
77,"0","0","0","广东省深圳市龙岗区龙岗街道地上铁租车(乐兴)充电站","0","0","0","0","0",0,0,1,4,3,22.73782038,114.2858901,0,0,0,0
78,"0","0","0","广东省深圳市宝安区沙井街道立岗南路t1号","0","0","0","0","0",0,0,1,4,3,22.73859039,113.8184493,0,0,0,0
79,"0","0","0","广东省深圳市宝安区光明街道马池田","0","0","0","0","0",0,0,1,4,3,22.74300109,113.9950401,0,0,0,0
80,"0","0","0","广东省深圳市龙华区油梅一路","0","0","0","0","0",0,0,1,4,3,22.63495417,114.0448196,0,0,0,0
81,"0","0","0","广东省深圳市龙华区明华工业园","0","0","0","0","0",0,0,1,4,3,22.75139338,114.0262399,0,0,0,0
82,"0","0","0","广东省深圳市龙岗区南湾街道龙山路46号","0","0","0","0","0",0,0,1,4,3,22.61556463,114.1524159,0,0,0,0
83,"0","0","0","广东省深圳市龙华区华霆路15号","0","0","0","0","0",0,0,1,4,3,22.68447006,114.000085,0,0,0,0
84,"0","0","0","广东省深圳市龙华区大浪南路55号","0","0","0","0","0",0,0,1,4,3,22.6651428,114.0200019,0,0,0,0
85,"0","0","0","广东省深圳市宝安区福永街道大洋花园","0","0","0","0","0",0,0,1,4,3,22.69331552,113.8170784,0,0,0,0
86,"0","0","0","广东省深圳市宝安区松岗街道东方一路","0","0","0","0","0",0,0,1,4,3,22.75600203,113.8513612,0,0,0,0
87,"0","0","0","广东省深圳市宝安区沙井街道金汇雅园同方中心","0","0","0","0","0",0,0,1,4,3,22.73335619,113.8312919,0,0,0,0
88,"0","0","0","广东省深圳市宝安区公明街道公常路891号","0","0","0","0","0",0,0,1,4,3,22.7778578,113.9170043,0,0,0,0
89,"0","0","0","广东省深圳市宝安区福永街道接福路77-1号","0","0","0","0","0",0,0,1,4,3,22.70597175,113.8079954,0,0,0,0
90,"0","0","0","广东省深圳市宝安区石岩街道创业路15号","0","0","0","0","0",0,0,1,4,3,22.70466497,113.9726899,0,0,0,0
91,"0","0","0","广东省深圳市龙华区清龙路","0","0","0","0","0",0,0,1,4,3,22.65204961,114.0535937,0,0,0,0
92,"0","0","0","广东省深圳市龙华区桂澜路21号","0","0","0","0","0",0,0,1,4,3,22.72133411,114.0616196,0,0,0,0
93,"0","0","0","广东省深圳市宝安区福永街道美华路","0","0","0","0","0",0,0,1,4,3,22.68008861,113.8347861,0,0,0,0
94,"0","0","0","广东省深圳市宝安区福永街道宝安大道","0","0","0","0","0",0,0,1,4,3,22.70874974,113.8160543,0,0,0,0
95,"0","0","0","广东省深圳市宝安区西乡街道宝兴工业区平峦山公园","0","0","0","0","0",0,0,1,4,3,22.60766979,113.8685312,0,0,0,0
96,"0","0","0","广东省深圳市龙华区观光路64号","0","0","0","0","0",0,0,1,4,3,22.72710367,114.0613819,0,0,0,0
97,"0","0","0","广东省深圳市宝安区福永街道时代景苑","0","0","0","0","0",0,0,1,4,3,22.67955589,113.8329385,0,0,0,0
98,"0","0","0","广东省深圳市宝安区福永街道瑞和楼白石厦幼儿园","0","0","0","0","0",0,0,1,4,3,22.67509773,113.822362,0,0,0,0
99,"0","0","0","广东省深圳市宝安区沙井街道金汇雅园同方中心","0","0","0","0","0",0,0,1,4,3,22.73335619,113.8312919,0,0,0,0
100,"0","0","0","广东省深圳市龙华区梅龙大道樟坑3区","0","0","0","0","0",0,0,1,4,3,22.61177508,114.0380587,0,0,0,0
101,"0","0","0","广东省深圳市龙华区观光路1138号","0","0","0","0","0",0,0,1,4,3,22.73006657,114.0666477,0,0,0,0
102,"0","0","0","广东省深圳市宝安区石岩街道应人石路590号羊台山森林公园","0","0","0","0","0",0,0,1,4,3,22.65235376,113.9299125,0,0,0,0
103,"0","0","0","广东省深圳市龙华区大布头路39号","0","0","0","0","0",0,0,1,4,3,22.71365257,114.0652375,0,0,0,0
104,"0","0","0","广东省深圳市宝安区新安街道卡罗社区(裕安一路)","0","0","0","0","0",0,0,1,4,3,22.56073431,113.8900779,0,0,0,0
105,"0","0","0","广东省深圳市宝安区福永街道福永大道78-3号","0","0","0","0","0",0,0,1,4,3,22.67343353,113.8257052,0,0,0,0
106,"0","0","0","广东省深圳市龙岗区布吉街道信义·荔山公馆理想家园","0","0","0","0","0",0,0,1,4,3,22.59155498,114.1259102,0,0,0,0
107,"0","0","0","广东省深圳市宝安区石岩街道洲石公路","0","0","0","0","0",0,0,1,4,3,22.670522,113.9235611,0,0,0,0
108,"0","0","0","广东省深圳市宝安区福永街道岑下路凤凰高级公寓","0","0","0","0","0",0,0,1,4,3,22.70038707,113.8449026,0,0,0,0
109,"0","0","0","广东省深圳市宝安区新安街道新安湖花园(前进一路)","0","0","0","0","0",0,0,1,4,3,22.56350361,113.9068948,0,0,0,0
110,"0","0","0","广东省深圳市宝安区石岩街道东长路","0","0","0","0","0",0,0,1,4,3,22.70743279,113.9300131,0,0,0,0
111,"0","0","0","广东省深圳市宝安区西乡街道中信宝光电产业园","0","0","0","0","0",0,0,1,4,3,22.6335575,113.8513604,0,0,0,0
112,"0","0","0","广东省深圳市宝安区新安街道海富一巷73-1号华丰新安商务大厦","0","0","0","0","0",0,0,1,4,3,22.56419251,113.8961664,0,0,0,0
113,"0","0","0","广东省深圳市龙华区和平路64号","0","0","0","0","0",0,0,1,4,3,22.66919267,114.0384117,0,0,0,0
114,"0","0","0","广东省深圳市宝安区西乡街道铁仔山公园","0","0","0","0","0",0,0,1,4,3,22.59628077,113.8550628,0,0,0,0
115,"0","0","0","广东省深圳市宝安区福永街道大洋路","0","0","0","0","0",0,0,1,4,3,22.68518823,113.8115675,0,0,0,0
116,"0","0","0","广东省深圳市龙华区华侨山庄","0","0","0","0","0",0,0,1,4,3,22.70700814,114.0967766,0,0,0,0
117,"0","0","0","广东省深圳市龙华区观光路1134号","0","0","0","0","0",0,0,1,4,3,22.730349,114.068783,0,0,0,0
118,"0","0","0","广东省深圳市宝安区西乡街道文卫路99号平峦山公园","0","0","0","0","0",0,0,1,4,3,22.607611,113.8698943,0,0,0,0
119,"0","0","0","广东省深圳市宝安区新安街道上川路","0","0","0","0","0",0,0,1,4,3,22.58488076,113.913275,0,0,0,0
120,"0","0","0","广东省深圳市宝安区新安街道创业一路海天花园(翻身路)","0","0","0","0","0",0,0,1,4,3,22.5609901,113.894563,0,0,0,0
121,"0","0","0","广东省深圳市龙岗区龙岗街道惠园街15号","0","0","0","0","0",0,0,1,4,3,22.73565178,114.280464,0,0,0,0
122,"0","0","0","广东省深圳市宝安区西乡街道流塘路62号流塘小学","0","0","0","0","0",0,0,1,4,3,22.58194314,113.8880166,0,0,0,0
123,"0","0","0","广东省深圳市宝安区新安街道上川路469号宝安公园","0","0","0","0","0",0,0,1,4,3,22.58297289,113.9071834,0,0,0,0
124,"0","0","0","广东省深圳市南山区南头街道聚和轩南头古城","0","0","0","0","0",0,0,1,4,3,22.54138954,113.9191104,0,0,0,0
125,"0","0","0","广东省深圳市宝安区松岗街道新岗路深圳市松岗中英文实验学校","0","0","0","0","0",0,0,1,4,3,22.77040177,113.8551161,0,0,0,0
126,"0","0","0","广东省广州市增城区新塘镇长巷路","0","0","0","0","0",0,0,1,4,3,23.16769035,113.6651728,0,0,0,0
127,"0","0","0","广东省广州市天河区长兴街道广州市汽车驾驶员培训中心","0","0","0","0","0",0,0,1,4,3,23.16549805,113.3875901,0,0,0,0
128,"0","0","0","广东省广州市天河区五山街道东莞庄路169号","0","0","0","0","0",0,0,1,4,3,23.159336,113.3387113,0,0,0,0
129,"0","0","0","广东省广州市天河区新塘街道广东岭南职业技术学院","0","0","0","0","0",0,0,1,4,3,23.16878915,113.4199598,0,0,0,0
130,"0","0","0","广东省广州市天河区石牌街道暨南大学何耀光土木工程实验楼暨南大学(广州石牌校区)","0","0","0","0","0",0,0,1,4,3,23.12849295,113.3506186,0,0,0,0
131,"0","0","0","广东省广州市天河区黄村街道湘村馆(奥体高徳汇店)优托邦购物中心(奥体中心店)","0","0","0","0","0",0,0,1,4,3,23.13070225,113.4162609,0,0,0,0
132,"0","0","0","广东省广州市天河区棠下街道天坤二路","0","0","0","0","0",0,0,1,4,3,23.13822079,113.3894867,0,0,0,0
133,"0","0","0","广东省广州市增城区永宁街道蔗岭","0","0","0","0","0",0,0,1,4,3,23.18611685,113.5974857,0,0,0,0
134,"0","0","0","广东省广州市天河区黄村街道黄村大道38号天雅居(黄村路)","0","0","0","0","0",0,0,1,4,3,23.12401896,113.411547,0,0,0,0
135,"0","0","0","广东省广州市天河区棠下街道棠下西沙一巷","0","0","0","0","0",0,0,1,4,3,23.1381659,113.3728361,0,0,0,0
136,"0","0","0","广东省广州市天河区凤凰街道上新村九号大院","0","0","0","0","0",0,0,1,4,3,23.19967301,113.406847,0,0,0,0
137,"0","0","0","广东省广州市天河区员村街道东璟花园东璟幼儿园","0","0","0","0","0",0,0,1,4,3,23.12248087,113.3611249,0,0,0,0
138,"0","0","0","广东省广州市天河区龙洞街道龙洞北路190号","0","0","0","0","0",0,0,1,4,3,23.20013915,113.374909,0,0,0,0
139,"0","0","0","广东省广州市黄埔区南岗街道富南路佳兆业城市广场","0","0","0","0","0",0,0,1,4,3,23.10125022,113.5484367,0,0,0,0
140,"0","0","0","广东省广州市增城区新塘镇陈家林路","0","0","0","0","0",0,0,1,4,3,23.12486646,113.5614453,0,0,0,0
141,"0","0","0","广东省广州市黄埔区红山街道华坑路96号龙头山森林公园","0","0","0","0","0",0,0,1,4,3,23.10871181,113.4928846,0,0,0,0
142,"0","0","0","广东省广州市天河区黄村街道黄村大道2号天河润农商务中心(黄村路)","0","0","0","0","0",0,0,1,4,3,23.12431564,113.4081151,0,0,0,0
143,"0","0","0","广东省广州市天河区兴华街道广州市城市管理机械化作业中心广环大厦","0","0","0","0","0",0,0,1,4,3,23.16751438,113.3379544,0,0,0,0
144,"0","0","0","广东省广州市天河区车陂街道车陂西路","0","0","0","0","0",0,0,1,4,3,23.13544204,113.390008,0,0,0,0
145,"0","0","0","广东省广州市天河区林和街道骏源大厦","0","0","0","0","0",0,0,1,4,3,23.13680577,113.3315495,0,0,0,0
146,"0","0","0","广东省广州市天河区前进街道乐都汇(力子园路)","0","0","0","0","0",0,0,1,4,3,23.11593032,113.4204891,0,0,0,0
147,"0","0","0","广东省广州市天河区五山街道东莞庄路华南理工大学(五山校区)","0","0","0","0","0",0,0,1,4,3,23.16189407,113.3433346,0,0,0,0
148,"0","0","0","广东省广州市黄埔区大沙街道丰乐北路74号银丰花园","0","0","0","0","0",0,0,1,4,3,23.10979739,113.4534484,0,0,0,0
149,"0","0","0","广东省广州市黄埔区大沙街道丰乐北路74号银丰花园","0","0","0","0","0",0,0,1,4,3,23.10975809,113.4534812,0,0,0,0
150,"0","0","0","广东省广州市黄埔区联和街道广汕公路","0","0","0","0","0",0,0,1,4,3,23.19090473,113.4492017,0,0,0,0
151,"0","0","0","广东省广州市黄埔区红山街道华坑路96号龙头山森林公园","0","0","0","0","0",0,0,1,4,3,23.10871181,113.4928846,0,0,0,0
152,"0","0","0","广东省广州市黄埔区红山街道远洋路14号","0","0","0","0","0",0,0,1,4,3,23.09982822,113.4849635,0,0,0,0
153,"0","0","0","广东省广州市黄埔区长洲街道长洲路105号","0","0","0","0","0",0,0,1,4,3,23.07978943,113.429745,0,0,0,0
154,"0","0","0","广东省广州市黄埔区东区街道宏远路9号","0","0","0","0","0",0,0,1,4,3,23.11810119,113.5442171,0,0,0,0
155,"0","0","0","广东省广州市黄埔区红山街道华坑路96号龙头山森林公园","0","0","0","0","0",0,0,1,4,3,23.10871181,113.4928846,0,0,0,0
156,"0","0","0","广东省广州市黄埔区红山街道远洋路45号龙头山森林公园","0","0","0","0","0",0,0,1,4,3,23.10112473,113.4872412,0,0,0,0
157,"0","0","0","广东省广州市黄埔区东区街道瑞祥路3号","0","0","0","0","0",0,0,1,4,3,23.14872294,113.5152914,0,0,0,0
158,"0","0","0","广东省广州市番禺区洛浦街道洛溪大路48号","0","0","0","0","0",0,0,1,4,3,23.0479764,113.2892933,0,0,0,0
159,"0","0","0","广东省广州市海珠区滨江街道滨江街劳动和社会保障服务中心","0","0","0","0","0",0,0,1,4,3,23.11114068,113.2782409,0,0,0,0
160,"0","0","0","广东省广州市番禺区大龙街道亚运大道","0","0","0","0","0",0,0,1,4,3,22.9345908,113.4167995,0,0,0,0
161,"0","0","0","广东省广州市白云区钟落潭镇095乡道","0","0","0","0","0",0,0,1,4,3,23.39690863,113.3475114,0,0,0,0
162,"0","0","0","广东省广州市黄埔区南岗街道黄埔东路3863号","0","0","0","0","0",0,0,1,4,3,23.09138071,113.5316771,0,0,0,0
163,"0","0","0","广东省广州市白云区永平街道元下田二路六巷1号","0","0","0","0","0",0,0,1,4,3,23.21565299,113.3005692,0,0,0,0
164,"0","0","0","广东省广州市番禺区石基镇938乡道","0","0","0","0","0",0,0,1,4,3,22.96099325,113.4427752,0,0,0,0
165,"0","0","0","广东省广州市白云区石井街道谊森家居南悦花苑","0","0","0","0","0",0,0,1,4,3,23.21280913,113.2563331,0,0,0,0
